trip_distance(km),quantity(kWh),tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation
86,6.88,Summer tires,0,1,0,Moderate,12.5,0,0,71.0,-4.3
87,10.27,Summer tires,0,1,0,Moderate,11.8,0,0,66.0,-5.0
24,6.88,Summer tires,0,1,0,Moderate,13.0,0,0,48.0,-3.8
23,1.0,Summer tires,0,1,0,Moderate,13.5,1,0,42.0,-3.3
2,0.56,Summer tires,1,0,0,Moderate,13.2,1,0,15.0,-3.6
86,10.23,Summer tires,0,1,0,Moderate,12.4,1,0,61.0,-4.4
85,8.56,Summer tires,0,1,0,Moderate,10.7,0,0,68.0,-6.1
129,16.66,Summer tires,0,1,0,Moderate,11.8,1,0,61.0,-5.0
85,13.02,Summer tires,0,1,0,Moderate,11.7,0,0,73.0,-5.1
17,8.18,Summer tires,0,1,0,Moderate,12.7,0,0,61.0,-4.1
18,0.9,Summer tires,0,1,0,Moderate,12.5,0,0,66.0,-4.3
86,2.98,Summer tires,0,1,0,Moderate,12.8,0,0,73.0,-4.0
86,15.06,Summer tires,0,1,0,Moderate,11.1,0,0,72.0,-5.7
88,6.14,Summer tires,0,1,0,Moderate,11.8,0,0,72.0,-5.0
86,14.69,Summer tires,0,1,0,Moderate,11.2,0,0,67.0,-5.6
85,3.91,Summer tires,0,1,0,Moderate,11.6,0,0,74.0,-5.2
86,9.72,Summer tires,0,1,0,Moderate,11.3,0,0,68.0,-5.5
85,11.72,Summer tires,0,0,1,Moderate,13.1,0,0,60.0,-3.7
44,8.74,Summer tires,0,0,1,Moderate,13.6,0,0,44.0,-3.2
86,8.56,Summer tires,0,1,0,Moderate,14.8,0,0,57.0,-2.0
86,12.81,Summer tires,0,1,0,Moderate,12.1,0,0,72.0,-4.7
86,8.0,Summer tires,0,1,0,Moderate,12.1,0,0,61.0,-4.7
87,14.91,Summer tires,0,1,0,Moderate,11.8,0,0,74.0,-5.0
85,14.14,Summer tires,0,1,0,Moderate,12.4,0,0,68.0,-4.4
86,12.65,Summer tires,0,1,0,Moderate,11.2,0,0,72.0,-5.6
88,5.02,Summer tires,0,1,0,Moderate,12.2,0,0,68.0,-4.6
87,10.18,Summer tires,0,1,0,Moderate,11.7,0,0,53.0,-5.1
112,16.93,Summer tires,0,1,1,Normal,12.8,0,0,69.0,-4.0
81,11.55,Summer tires,0,1,0,Normal,13.4,1,0,90.0,-3.4
98,14.05,Summer tires,0,1,0,Normal,13.5,1,0,91.0,-3.3
97,13.04,Summer tires,0,1,0,Normal,14.4,1,0,77.0,-2.4
2,0.24,Summer tires,1,0,0,Normal,12.2,0,0,24.0,-4.6
12,1.84,Summer tires,1,0,0,Normal,15.3,0,0,41.0,-1.5
38,6.51,Summer tires,0,1,0,Normal,12.1,0,0,64.0,-4.7
56,10.6,Summer tires,0,1,0,Normal,15.4,0,0,97.0,-1.4
79,7.24,Summer tires,0,1,0,Normal,12.6,0,0,63.0,-4.2
70,7.78,Summer tires,0,1,0,Normal,13.6,0,0,68.0,-3.2
89,16.55,Summer tires,0,1,0,Moderate,12.0,0,0,68.0,-4.8
86,11.53,Summer tires,0,1,0,Normal,14.8,0,0,58.0,-2.0
85,16.92,Summer tires,0,1,0,Normal,12.4,0,0,73.0,-4.4
87,8.74,Summer tires,0,1,0,Normal,14.2,0,0,70.0,-2.6
85,12.14,Summer tires,0,1,0,Moderate,11.4,0,0,74.0,-5.4
86,8.37,Summer tires,0,1,0,Moderate,12.3,0,0,60.0,-4.5
86,16.49,Summer tires,1,1,0,Moderate,11.8,0,0,74.0,-5.0
104,9.3,Summer tires,1,1,0,Moderate,12.4,0,0,63.0,-4.4
86,10.23,Summer tires,0,1,0,Moderate,11.9,0,0,65.0,-4.9
5,5.21,Summer tires,1,0,0,Fast,15.9,0,0,13.0,-0.9
4,3.72,Summer tires,1,0,0,Fast,12.4,0,0,20.0,-4.4
96,5.39,Summer tires,0,1,0,Fast,14.4,0,0,46.0,-2.4
85,16.74,Summer tires,0,1,0,Moderate,12.6,0,0,75.0,-4.2
82,9.49,Summer tires,0,1,0,Fast,15.4,0,0,53.0,-1.4
6,6.07,Summer tires,1,0,0,Moderate,11.0,0,0,18.0,-5.8
20,4.87,Summer tires,1,0,0,Moderate,10.2,0,0,28.0,-6.6
87,10.18,Summer tires,0,1,0,Moderate,11.3,0,0,66.0,-5.5
86,11.53,Summer tires,0,1,0,Moderate,11.8,0,0,67.0,-5.0
85,9.89,Summer tires,0,1,0,Moderate,11.5,0,0,70.0,-5.3
89,6.7,Summer tires,1,1,1,Moderate,11.8,0,0,41.0,-5.0
58,11.53,Summer tires,0,0,1,Moderate,11.9,0,0,48.0,-4.9
91,8.93,Summer tires,0,1,0,Normal,14.2,0,0,58.0,-2.6
85,16.08,Summer tires,0,1,0,Normal,14.2,0,1,74.0,-2.6
87,10.97,Summer tires,0,1,0,Normal,15.4,0,0,59.0,-1.4
85,16.92,Summer tires,0,1,0,Moderate,12.4,0,0,72.0,-4.4
85,6.14,Summer tires,0,1,0,Moderate,11.7,0,0,61.0,-5.1
86,17.53,Summer tires,0,1,0,Moderate,14.5,0,1,65.0,-2.3
77,12.28,Summer tires,0,0,1,Normal,16.2,0,1,59.0,-0.6
18,6.51,Summer tires,0,1,0,Normal,14.1,0,0,46.0,-2.7
35,2.12,Summer tires,0,1,0,Normal,15.0,0,0,61.0,-1.8
23,1.8,Summer tires,0,1,0,Fast,14.7,0,0,44.0,-2.1
93,14.88,Summer tires,0,1,0,Moderate,14.7,0,0,46.0,-2.1
86,17.01,Summer tires,0,1,0,Moderate,14.1,0,0,72.0,-2.7
85,9.11,Summer tires,0,1,0,Moderate,12.9,0,0,56.0,-3.9
86,17.65,Summer tires,0,1,0,Moderate,14.7,0,0,66.0,-2.1
92,8.56,Summer tires,0,1,0,Moderate,12.8,0,0,47.0,-4.0
86,17.11,Summer tires,0,1,0,Moderate,13.8,0,0,66.0,-3.0
87,9.3,Summer tires,0,1,0,Moderate,12.4,0,0,59.0,-4.4
85,17.3,Summer tires,0,1,0,Moderate,13.0,0,0,62.0,-3.8
88,6.32,Summer tires,0,1,0,Moderate,12.2,0,0,87.0,-4.6
89,17.05,Summer tires,0,1,0,Moderate,12.3,0,0,53.0,-4.5
72,6.32,Summer tires,0,0,1,Moderate,13.6,0,0,52.0,-3.2
27,4.05,Summer tires,0,0,1,Moderate,11.6,0,0,42.0,-5.2
5,3.72,Summer tires,1,0,0,Moderate,12.7,0,0,17.0,-4.1
47,13.02,Summer tires,0,1,0,Fast,16.4,0,0,76.0,-0.4
46,2.97,Summer tires,1,1,0,Moderate,10.3,0,0,44.0,-6.5
86,9.8,Summer tires,0,1,0,Moderate,12.4,0,0,75.0,-4.4
76,6.14,Summer tires,1,1,0,Moderate,12.3,0,0,58.0,-4.5
20,1.93,Summer tires,1,0,0,Moderate,11.3,0,0,31.0,-5.5
86,15.8,Summer tires,0,1,0,Moderate,12.5,0,1,64.0,-4.3
85,9.11,Summer tires,0,1,0,Normal,13.5,0,0,59.0,-3.3
86,15.89,Summer tires,0,1,0,Moderate,13.5,0,1,69.0,-3.3
86,8.74,Summer tires,0,1,0,Moderate,11.8,0,0,62.0,-5.0
87,17.93,Summer tires,0,1,0,Moderate,13.6,0,1,66.0,-3.2
90,13.21,Summer tires,0,1,0,Moderate,13.0,0,1,59.0,-3.8
86,9.67,Summer tires,0,1,0,Normal,13.7,0,1,69.0,-3.1
97,15.81,Summer tires,0,1,0,Normal,16.3,0,1,65.0,-0.5
114,15.81,Winter tires,0,1,0,Moderate,13.7,0,0,64.0,-3.1
68,12.09,Winter tires,0,1,1,Normal,15.1,0,1,70.0,-1.7
90,13.76,Winter tires,0,1,0,Normal,16.3,0,1,57.0,-0.5
86,17.28,Winter tires,0,1,0,Moderate,13.9,0,1,70.0,-2.9
92,12.28,Winter tires,0,1,0,Moderate,15.2,0,1,59.0,-1.6
86,17.17,Winter tires,0,1,0,Moderate,14.4,0,1,66.0,-2.4
87,9.86,Winter tires,0,1,0,Moderate,14.1,0,1,59.0,-2.7
86,16.83,Winter tires,0,1,0,Moderate,13.4,0,1,69.0,-3.4
92,13.21,Winter tires,0,1,0,Moderate,15.8,0,0,47.0,-1.0
88,17.22,Winter tires,0,1,0,Moderate,12.8,0,0,66.0,-4.0
88,7.07,Winter tires,0,1,0,Moderate,12.6,0,0,59.0,-4.2
88,16.83,Winter tires,0,1,0,Normal,12.8,0,0,52.0,-4.0
32,13.21,Winter tires,0,0,1,Normal,13.5,0,0,65.0,-3.3
93,3.72,Winter tires,0,0,1,Normal,12.7,0,0,42.0,-4.1
57,9.49,Winter tires,0,0,1,Normal,13.3,0,0,66.0,-3.5
104,9.49,Winter tires,0,1,0,Fast,14.4,0,0,53.0,-2.4
47,8.69,Winter tires,0,1,0,Moderate,15.7,0,0,69.0,-1.1
5,10.97,Winter tires,0,1,0,Fast,15.1,0,0,23.0,-1.7
87,4.09,Winter tires,0,1,0,Fast,16.4,0,0,92.0,-0.4
87,16.72,Winter tires,0,1,0,Moderate,15.4,0,0,69.0,-1.4
37,11.72,Winter tires,0,0,1,Normal,16.2,0,1,72.0,-0.6
38,1.95,Winter tires,0,0,1,Moderate,16.2,0,1,65.0,-0.6
89,10.04,Winter tires,0,1,0,Moderate,13.9,0,0,87.0,-2.9
86,17.81,Winter tires,0,1,0,Moderate,14.1,0,1,74.0,-2.7
91,8.74,Winter tires,0,1,0,Moderate,12.4,0,0,74.0,-4.4
86,17.51,Winter tires,0,1,0,Moderate,14.8,0,1,67.0,-2.0
86,7.81,Winter tires,0,1,0,Moderate,12.3,0,0,74.0,-4.5
87,15.84,Winter tires,0,1,0,Moderate,14.6,0,1,56.0,-2.2
34,13.95,Winter tires,0,1,0,Moderate,15.0,0,1,59.0,-1.8
89,5.39,Winter tires,0,1,0,Moderate,15.9,0,1,75.0,-0.9
89,16.37,Winter tires,0,1,0,Moderate,16.6,0,1,73.0,-0.2
33,4.65,Winter tires,0,0,1,Moderate,18.1,0,1,63.0,1.3
15,16.55,Winter tires,1,0,0,Moderate,17.2,0,1,29.0,0.4
87,2.98,Winter tires,0,1,0,Moderate,15.7,0,1,68.0,-1.1
87,17.38,Winter tires,0,1,0,Moderate,17.0,0,1,64.0,0.2
47,7.25,Winter tires,0,1,1,Moderate,15.0,0,1,76.0,-1.8
41,5.76,Winter tires,0,1,1,Moderate,15.3,0,1,51.0,-1.5
106,17.18,Winter tires,0,1,1,Moderate,14.2,0,1,60.0,-2.6
22,6.4,Winter tires,0,0,1,Moderate,17.5,0,1,19.0,0.7
47,11.11,Winter tires,0,1,0,Moderate,13.6,0,1,76.0,-3.2
41,4.47,Winter tires,0,1,0,Moderate,12.8,0,1,63.0,-4.0
86,9.51,Winter tires,0,1,0,Moderate,15.2,0,1,78.0,-1.6
27,8.62,Winter tires,0,0,1,Moderate,14.5,0,1,47.0,-2.3
21,3.28,Winter tires,0,0,1,Moderate,13.0,0,1,48.0,-3.8
38,3.79,Winter tires,0,0,1,Moderate,14.1,0,1,47.0,-2.7
24,13.76,Winter tires,0,0,1,Moderate,14.8,0,1,32.0,-2.0
42,3.5,Winter tires,0,0,1,Moderate,14.8,0,1,43.0,-2.0
87,8.65,Winter tires,0,1,0,Moderate,15.1,0,1,75.0,-1.7
98,14.88,Winter tires,0,1,0,Moderate,16.1,0,1,71.0,-0.7
48,11.34,Winter tires,0,1,0,Moderate,15.3,0,1,81.0,-1.5
47,6.56,Winter tires,0,1,0,Moderate,15.3,0,1,34.0,-1.5
87,17.33,Winter tires,0,1,0,Moderate,15.9,0,1,66.0,-0.9
46,9.93,Winter tires,0,1,0,Moderate,15.5,0,1,84.0,-1.3
41,3.49,Winter tires,0,1,0,Moderate,14.2,0,1,71.0,-2.6
86,17.18,Winter tires,0,1,0,Moderate,14.4,0,1,63.0,-2.4
47,8.5,Winter tires,0,1,0,Moderate,14.9,0,1,79.0,-1.9
44,9.88,Winter tires,0,1,0,Moderate,13.9,0,1,56.0,-2.9
86,9.83,Winter tires,0,1,0,Moderate,15.1,0,1,79.0,-1.7
90,19.12,Winter tires,0,1,0,Moderate,18.3,0,1,53.0,1.5
35,7.0,Winter tires,0,0,1,Moderate,20.8,0,1,53.0,4.0
37,8.42,Winter tires,0,0,1,Moderate,17.2,0,1,42.0,0.4
84,11.16,Winter tires,0,1,0,Moderate,16.6,0,1,67.0,-0.2
53,12.75,Winter tires,0,1,0,Moderate,18.1,0,1,83.0,1.3
41,5.67,Winter tires,0,1,0,Moderate,16.2,0,1,71.0,-0.6
86,17.19,Winter tires,0,1,0,Moderate,16.0,0,1,77.0,-0.8
46,10.04,Winter tires,0,1,0,Moderate,16.0,0,1,82.0,-0.8
41,5.57,Winter tires,0,1,0,Moderate,14.8,0,1,69.0,-2.0
86,17.23,Winter tires,0,1,0,Moderate,15.5,0,1,73.0,-1.3
57,9.17,Winter tires,0,1,0,Moderate,14.2,0,1,67.0,-2.6
41,4.89,Winter tires,0,1,0,Moderate,14.1,0,1,73.0,-2.7
47,17.44,Winter tires,0,1,0,Moderate,14.0,0,1,69.0,-2.8
46,5.12,Winter tires,0,1,0,Moderate,14.6,0,0,77.0,-2.2
91,9.58,Winter tires,0,1,0,Moderate,14.5,0,1,62.0,-2.3
47,17.21,Winter tires,0,1,0,Moderate,13.7,0,1,66.0,-3.1
47,3.8,Winter tires,0,1,0,Moderate,14.8,0,1,73.0,-2.0
98,9.02,Winter tires,0,1,0,Moderate,14.1,0,0,66.0,-2.7
87,14.66,Winter tires,0,1,0,Moderate,14.0,0,1,70.0,-2.8
53,17.69,Winter tires,0,0,1,Moderate,16.9,0,1,49.0,0.1
41,2.06,Winter tires,0,0,1,Moderate,16.9,0,1,49.0,0.1
39,9.81,Winter tires,0,0,1,Moderate,17.5,0,1,65.0,0.7
85,14.85,Winter tires,0,1,1,Moderate,14.7,0,1,68.0,-2.1
41,7.21,Winter tires,0,1,0,Moderate,14.6,0,1,74.0,-2.2
86,16.58,Winter tires,0,1,0,Moderate,15.5,0,1,76.0,-1.3
47,8.26,Winter tires,0,1,0,Moderate,13.1,0,1,73.0,-3.7
41,2.01,Winter tires,0,1,0,Moderate,13.0,0,1,68.0,-3.8
45,16.37,Winter tires,0,1,0,Moderate,15.2,0,1,74.0,-1.6
78,9.09,Winter tires,0,1,1,Moderate,16.8,0,1,67.0,0.0
49,10.23,Winter tires,0,0,1,Moderate,17.3,0,1,54.0,0.5
32,7.63,Winter tires,0,0,1,Moderate,17.4,0,1,64.0,0.6
47,3.87,Winter tires,0,1,0,Moderate,15.3,0,1,73.0,-1.5
41,3.75,Winter tires,0,1,0,Moderate,14.9,0,1,71.0,-1.9
88,16.71,Winter tires,0,1,0,Moderate,15.7,0,1,76.0,-1.1
90,19.93,Winter tires,0,1,0,Fast,16.7,0,1,79.0,-0.1
87,16.95,Winter tires,0,1,0,Moderate,15.1,0,1,58.0,-1.7
82,13.21,Winter tires,0,0,1,Fast,18.4,0,1,51.0,1.6
93,17.11,Winter tires,0,1,0,Normal,16.0,0,1,64.0,-0.8
87,17.53,Winter tires,0,1,0,Normal,17.5,0,1,72.0,0.7
88,16.55,Winter tires,0,1,0,Normal,16.7,0,1,64.0,-0.1
87,17.05,Winter tires,0,1,0,Normal,16.2,0,1,68.0,-0.6
87,13.58,Winter tires,0,1,0,Normal,17.4,0,1,71.0,0.6
2,5.66,Winter tires,1,0,0,Normal,15.7,0,1,10.0,-1.1
87,13.36,Winter tires,0,1,0,Normal,17.7,0,1,70.0,0.9
87,17.19,Winter tires,0,1,0,Normal,15.7,0,1,72.0,-1.1
87,15.44,Winter tires,0,1,0,Normal,16.4,0,1,39.0,-0.4
88,15.81,Winter tires,0,1,0,Normal,16.3,0,1,68.0,-0.5
5,6.59,Winter tires,1,0,0,Normal,18.6,0,1,11.0,1.8
92,11.2,Winter tires,0,1,1,Normal,17.1,0,1,40.0,0.3
40,16.18,Winter tires,0,0,1,Normal,16.8,0,1,55.0,0.0
40,0.86,Winter tires,0,0,1,Normal,16.3,0,1,49.0,-0.5
88,13.95,Winter tires,0,1,0,Fast,17.8,0,1,79.0,1.0
86,17.21,Winter tires,0,1,0,Normal,16.0,0,1,82.0,-0.8
1,8.74,Winter tires,0,1,0,Normal,28.7,0,1,23.0,11.9
87,5.21,Winter tires,0,1,0,Normal,17.5,0,1,86.0,0.7
87,16.86,Winter tires,0,1,0,Moderate,15.4,0,1,71.0,-1.4
91,16.18,Winter tires,0,1,0,Fast,17.4,0,1,87.0,0.6
87,16.95,Winter tires,0,1,0,Moderate,15.7,0,1,67.0,-1.1
19,10.23,Winter tires,1,0,1,Moderate,17.5,0,1,52.0,0.7
19,0.8,Winter tires,1,0,1,Moderate,15.4,0,1,47.0,-1.4
87,10.6,Winter tires,0,1,0,Moderate,14.1,0,1,74.0,-2.7
91,14.47,Winter tires,0,1,0,Moderate,13.9,0,1,58.0,-2.9
87,8.93,Winter tires,0,1,0,Moderate,14.0,0,1,76.0,-2.8
88,16.58,Winter tires,0,1,0,Moderate,15.4,0,1,71.0,-1.4
74,16.18,Winter tires,1,0,1,Moderate,15.6,0,1,60.0,-1.2
96,14.32,Winter tires,0,1,0,Moderate,16.1,0,1,68.0,-0.7
87,16.9,Winter tires,0,1,0,Moderate,15.8,0,1,74.0,-1.0
80,11.9,Winter tires,0,1,1,Fast,16.9,0,1,54.0,0.1
87,15.25,Winter tires,0,1,0,Fast,17.3,0,1,81.0,0.5
87,17.49,Winter tires,0,1,0,Moderate,16.1,0,1,75.0,-0.7
87,16.92,Winter tires,0,1,0,Moderate,16.5,0,1,87.0,-0.3
88,16.04,Winter tires,0,1,0,Moderate,16.7,0,1,67.0,-0.1
93,15.44,Winter tires,0,1,0,Moderate,17.2,0,1,66.0,0.4
87,17.04,Winter tires,0,1,0,Moderate,16.7,0,1,65.0,-0.1
87,15.25,Winter tires,0,1,0,Normal,16.7,0,1,86.0,-0.1
87,17.1,Winter tires,0,1,0,Moderate,16.6,0,1,63.0,-0.2
93,17.11,Winter tires,0,1,0,Moderate,18.1,0,1,63.0,1.3
87,17.16,Winter tires,0,1,0,Moderate,18.3,0,1,40.0,1.5
87,15.62,Winter tires,0,1,0,Moderate,15.3,0,1,72.0,-1.5
87,17.55,Winter tires,0,1,0,Moderate,16.2,0,1,69.0,-0.6
48,14.88,Winter tires,0,1,0,Moderate,17.79,0,1,17.0,0.99
48,2.17,Winter tires,0,1,0,Moderate,15.6,0,1,50.0,-1.2
87,11.04,Winter tires,0,1,0,Moderate,15.8,0,1,71.0,-1.0
87,13.76,Winter tires,0,1,0,Moderate,15.0,0,1,80.0,-1.8
88,17.77,Winter tires,0,1,0,Moderate,16.1,0,1,69.0,-0.7
88,12.46,Winter tires,0,1,0,Moderate,14.6,0,1,75.0,-2.2
87,17.26,Winter tires,0,1,0,Moderate,15.0,0,1,66.0,-1.8
4,4.65,Winter tires,1,0,0,Moderate,21.8,0,1,22.0,5.0
86,9.3,Winter tires,0,1,1,Moderate,15.9,0,1,80.0,-0.9
47,6.32,Winter tires,0,0,1,Moderate,17.6,0,1,60.0,0.8
32,14.59,Winter tires,0,0,1,Moderate,19.3,0,1,79.0,2.5
86,6.35,Winter tires,0,1,0,Moderate,17.3,0,1,67.0,0.5
53,16.37,Winter tires,0,1,0,Moderate,18.5,0,1,73.0,1.7
60,8.04,Winter tires,0,1,0,Moderate,15.7,0,1,60.0,-1.1
90,12.28,Winter tires,0,1,0,Moderate,73.0,0,1,16.5,56.2
86,17.64,Winter tires,0,1,0,Moderate,14.8,0,1,72.0,-2.0
88,10.04,Winter tires,0,1,0,Moderate,14.4,0,1,65.0,-2.4
42,16.22,Winter tires,0,1,0,Moderate,14.3,0,1,60.0,-2.5
77,8.28,Winter tires,0,1,1,Moderate,16.6,0,1,52.0,-0.2
118,14.69,Winter tires,0,1,0,Moderate,14.3,0,1,59.0,-2.5
88,16.56,Winter tires,0,1,0,Moderate,15.5,0,1,70.0,-1.3
5,3.05,Winter tires,0,1,0,Moderate,16.7,0,1,22.0,-0.1
87,10.97,Winter tires,0,1,0,Moderate,14.0,0,1,77.0,-2.8
87,17.2,Winter tires,0,1,0,Moderate,15.2,0,1,66.0,-1.6
20,11.35,Winter tires,1,0,1,Moderate,16.1,0,1,42.0,-0.7
88,5.95,Winter tires,0,1,0,Moderate,17.5,0,1,74.0,0.7
87,16.91,Winter tires,0,1,0,Moderate,15.1,0,1,62.0,-1.7
82,15.25,Winter tires,0,1,0,Moderate,16.2,0,1,53.0,-0.6
18,5.39,Winter tires,0,1,0,Moderate,17.3,0,1,58.0,0.5
1,1.25,Winter tires,1,0,0,Moderate,19.1,0,1,10.0,2.3
20,1.72,Winter tires,0,1,0,Moderate,17.5,0,1,56.0,0.7
113,13.21,Winter tires,0,1,0,Moderate,14.6,0,1,63.0,-2.2
88,17.52,Winter tires,0,1,0,Moderate,14.6,0,1,74.0,-2.2
87,12.61,Winter tires,0,1,0,Fast,16.8,0,1,68.0,0.0
40,16.63,Winter tires,0,1,0,Moderate,13.9,0,1,56.0,-2.9
48,6.81,Winter tires,0,1,0,Moderate,15.6,0,1,70.0,-1.2
90,4.72,Winter tires,0,1,0,Moderate,12.8,0,1,66.0,-4.0
93,16.68,Winter tires,0,1,0,Moderate,14.2,0,1,68.0,-2.6
75,13.21,Winter tires,0,0,1,Moderate,17.3,0,1,64.0,0.5
87,11.35,Winter tires,0,1,0,Moderate,13.2,0,1,87.0,-3.6
88,17.11,Winter tires,0,1,0,Moderate,16.1,0,1,62.0,-0.7
87,12.28,Winter tires,0,1,0,Moderate,15.4,0,1,76.0,-1.4
40,16.74,Winter tires,0,1,0,Moderate,14.6,0,1,45.0,-2.2
45,5.36,Winter tires,0,1,0,Moderate,17.3,0,1,80.0,0.5
3,2.23,Winter tires,1,0,0,Moderate,30.8,0,1,19.0,14.0
10,2.6,Winter tires,1,0,0,Moderate,26.9,0,1,18.0,10.1
43,3.91,Winter tires,0,1,0,Moderate,18.2,0,1,45.0,1.4
84,10.39,Winter tires,0,1,0,Moderate,16.5,0,1,62.0,-0.3
87,16.18,Winter tires,0,1,0,Moderate,16.6,0,1,42.0,-0.2
87,17.14,Winter tires,0,1,0,Moderate,15.3,0,1,64.0,-1.5
44,8.93,Winter tires,0,1,0,Moderate,17.2,0,1,44.0,0.4
87,12.09,Winter tires,0,1,0,Moderate,16.5,0,1,78.0,-0.3
87,17.44,Winter tires,0,1,0,Moderate,15.0,0,1,65.0,-1.8
87,10.79,Winter tires,0,1,0,Moderate,13.9,0,1,75.0,-2.9
89,17.04,Winter tires,0,1,0,Moderate,16.9,0,1,52.0,0.1
56,15.33,Winter tires,0,0,1,Moderate,19.0,0,1,60.0,2.2
2,4.09,Winter tires,1,0,0,Moderate,25.0,0,1,20.0,8.2
46,5.39,Winter tires,0,1,0,Moderate,17.2,0,1,43.0,0.4
87,9.11,Winter tires,0,1,0,Moderate,16.4,0,1,69.0,-0.4
88,16.6,Winter tires,0,1,0,Moderate,15.3,0,1,70.0,-1.5
89,13.95,Winter tires,0,1,0,Moderate,15.8,0,1,66.0,-1.0
88,17.54,Winter tires,0,1,0,Moderate,14.6,0,1,74.0,-2.2
99,14.14,Winter tires,0,1,0,Moderate,15.4,0,1,77.0,-1.4
87,17.43,Winter tires,0,1,0,Moderate,15.4,0,1,65.0,-1.4
32,5.39,Winter tires,0,0,1,Moderate,16.5,0,1,74.0,-0.3
116,14.88,Winter tires,0,1,0,Moderate,13.6,0,1,62.0,-3.2
88,17.14,Winter tires,0,1,0,Moderate,15.6,0,1,68.0,-1.2
88,15.25,Winter tires,0,1,0,Moderate,15.6,0,1,71.0,-1.2
88,16.66,Winter tires,0,1,0,Moderate,17.5,0,1,51.0,0.7
59,12.09,Winter tires,0,0,1,Normal,17.8,0,1,63.0,1.0
38,10.79,Winter tires,0,0,1,Normal,15.9,0,1,61.0,-0.9
8,2.23,Winter tires,1,0,0,Normal,16.4,0,1,28.0,-0.4
33,5.39,Winter tires,0,0,1,Normal,17.8,0,1,65.0,1.0
95,6.7,Winter tires,0,1,0,Normal,14.8,0,1,70.0,-2.0
87,17.61,Winter tires,0,1,0,Moderate,16.5,0,1,74.0,-0.3
89,12.83,Winter tires,0,1,0,Moderate,14.3,0,1,70.0,-2.5
88,16.95,Winter tires,0,1,0,Moderate,15.5,0,1,73.0,-1.3
87,13.39,Winter tires,0,1,0,Moderate,14.2,0,1,70.0,-2.6
90,16.68,Winter tires,0,1,0,Moderate,17.6,0,1,73.0,0.8
36,10.79,Winter tires,0,0,1,Moderate,15.7,0,1,62.0,-1.1
37,3.44,Winter tires,0,0,1,Moderate,14.7,0,1,58.0,-2.1
87,13.21,Winter tires,0,0,1,Moderate,14.5,0,1,67.0,-2.3
88,13.0,Winter tires,0,0,1,Moderate,15.2,0,1,69.0,-1.6
35,12.23,Winter tires,0,0,1,Moderate,16.7,0,1,63.0,-0.1
87,7.63,Winter tires,0,0,1,Moderate,16.2,0,1,57.0,-0.6
81,15.07,Winter tires,0,0,1,Moderate,17.1,0,1,56.0,0.3
10,11.9,Winter tires,0,0,1,Moderate,19.5,0,1,25.0,2.7
37,1.72,Winter tires,0,0,1,Moderate,15.1,0,1,63.0,-1.7
81,5.39,Winter tires,0,0,1,Moderate,15.3,0,1,53.0,-1.5
21,2.65,Winter tires,0,0,1,Moderate,14.2,0,1,44.0,-2.6
114,16.19,Winter tires,0,0,1,Moderate,14.2,0,1,56.0,-2.6
79,13.41,Winter tires,0,0,1,Moderate,15.4,0,1,67.0,-1.4
32,2.6,Winter tires,0,0,1,Moderate,14.1,0,1,68.0,-2.7
36,14.88,Winter tires,0,0,1,Moderate,15.8,0,1,62.0,-1.0
91,3.72,Winter tires,0,1,1,Moderate,14.8,0,1,69.0,-2.0
8,1.6,Winter tires,0,0,1,Moderate,18.0,0,1,55.0,1.2
32,16.34,Winter tires,0,0,1,Moderate,18.4,0,1,72.0,1.6
92,7.44,Winter tires,0,1,1,Moderate,16.9,0,1,69.0,0.1
81,14.5,Winter tires,0,0,1,Moderate,16.5,0,1,64.0,-0.3
35,5.2,Winter tires,0,0,1,Moderate,16.2,0,1,54.0,-0.6
3,1.67,Winter tires,1,0,0,Moderate,21.7,0,1,19.0,4.9
87,14.14,Winter tires,0,1,0,Moderate,16.5,0,1,78.0,-0.3
87,14.6,Winter tires,0,1,0,Moderate,14.6,0,1,73.0,-2.2
87,16.0,Winter tires,0,1,0,Moderate,14.3,0,1,62.0,-2.5
102,11.88,Winter tires,0,1,0,Moderate,13.7,0,1,76.0,-3.1
5,8.0,Winter tires,0,1,0,Moderate,22.7,0,1,21.0,5.9
46,7.0,Winter tires,0,1,0,Moderate,16.5,0,1,84.0,-0.3
45,3.75,Winter tires,0,1,0,Moderate,13.3,0,1,44.0,-3.5
13,3.2,Winter tires,1,0,0,Moderate,16.9,0,1,33.0,0.1
81,9.4,Winter tires,0,1,0,Moderate,14.9,0,1,65.0,-1.9
89,14.14,Winter tires,0,1,0,Moderate,14.3,0,1,64.0,-2.5
86,15.6,Winter tires,0,1,0,Moderate,15.1,0,1,63.0,-1.7
87,12.65,Winter tires,0,1,0,Moderate,14.5,0,1,70.0,-2.3
2,15.37,Winter tires,0,1,0,Moderate,18.1,0,1,9.0,1.3
88,1.25,Winter tires,0,1,0,Moderate,15.2,0,1,63.0,-1.6
78,11.53,Winter tires,0,1,0,Moderate,16.9,0,1,70.0,0.1
45,16.2,Winter tires,0,1,0,Moderate,15.5,0,1,34.0,-1.3
81,8.4,Winter tires,0,1,0,Moderate,17.1,0,1,67.0,0.3
86,12.83,Winter tires,0,1,0,Moderate,15.3,0,1,64.0,-1.5
