trip_distance(km),quantity(kWh),city,motor_way,country_roads,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,encoded_driving_style,encoded_tire_type
89,16.55,0,1,0,12.0,0,0,68.0,-4.8,1.0,0
86,11.53,0,1,0,14.8,0,0,58.0,-2.0,0.0,0
85,16.92,0,1,0,12.4,0,0,73.0,-4.4,0.0,0
87,8.74,0,1,0,14.2,0,0,70.0,-2.6,0.0,0
85,12.14,0,1,0,11.4,0,0,74.0,-5.4,1.0,0
86,8.37,0,1,0,12.3,0,0,60.0,-4.5,1.0,0
86,16.49,1,1,0,11.8,0,0,74.0,-5.0,1.0,0
104,9.3,1,1,0,12.4,0,0,63.0,-4.4,1.0,0
86,10.23,0,1,0,11.9,0,0,65.0,-4.9,1.0,0
5,5.21,1,0,0,15.9,0,0,13.0,-0.9,2.0,0
4,3.72,1,0,0,12.4,0,0,20.0,-4.4,2.0,0
96,5.39,0,1,0,14.4,0,0,46.0,-2.4,2.0,0
85,16.74,0,1,0,12.6,0,0,75.0,-4.2,1.0,0
82,9.49,0,1,0,15.4,0,0,53.0,-1.4,2.0,0
6,6.07,1,0,0,11.0,0,0,18.0,-5.8,1.0,0
20,4.87,1,0,0,10.2,0,0,28.0,-6.6,1.0,0
87,10.18,0,1,0,11.3,0,0,66.0,-5.5,1.0,0
86,11.53,0,1,0,11.8,0,0,67.0,-5.0,1.0,0
85,9.89,0,1,0,11.5,0,0,70.0,-5.3,1.0,0
89,6.7,1,1,1,11.8,0,0,41.0,-5.0,1.0,0
58,11.53,0,0,1,11.9,0,0,48.0,-4.9,1.0,0
91,8.93,0,1,0,14.2,0,0,58.0,-2.6,0.0,0
85,16.08,0,1,0,14.2,0,1,74.0,-2.6,0.0,0
87,10.97,0,1,0,15.4,0,0,59.0,-1.4,0.0,0
85,16.92,0,1,0,12.4,0,0,72.0,-4.4,1.0,0
85,6.14,0,1,0,11.7,0,0,61.0,-5.1,1.0,0
86,17.53,0,1,0,14.5,0,1,65.0,-2.3,1.0,0
77,12.28,0,0,1,16.2,0,1,59.0,-0.6,0.0,0
18,6.51,0,1,0,14.1,0,0,46.0,-2.7,0.0,0
35,2.12,0,1,0,15.0,0,0,61.0,-1.8,0.0,0
23,1.8,0,1,0,14.7,0,0,44.0,-2.1,2.0,0
93,14.88,0,1,0,14.7,0,0,46.0,-2.1,1.0,0
86,17.01,0,1,0,14.1,0,0,72.0,-2.7,1.0,0
85,9.11,0,1,0,12.9,0,0,56.0,-3.9,1.0,0
86,17.65,0,1,0,14.7,0,0,66.0,-2.1,1.0,0
92,8.56,0,1,0,12.8,0,0,47.0,-4.0,1.0,0
86,17.11,0,1,0,13.8,0,0,66.0,-3.0,1.0,0
87,9.3,0,1,0,12.4,0,0,59.0,-4.4,1.0,0
85,17.3,0,1,0,13.0,0,0,62.0,-3.8,1.0,0
88,6.32,0,1,0,12.2,0,0,87.0,-4.6,1.0,0
89,17.05,0,1,0,12.3,0,0,53.0,-4.5,1.0,0
72,6.32,0,0,1,13.6,0,0,52.0,-3.2,1.0,0
27,4.05,0,0,1,11.6,0,0,42.0,-5.2,1.0,0
5,3.72,1,0,0,12.7,0,0,17.0,-4.1,1.0,0
47,13.02,0,1,0,16.4,0,0,76.0,-0.4,2.0,0
46,2.97,1,1,0,10.3,0,0,44.0,-6.5,1.0,0
86,9.8,0,1,0,12.4,0,0,75.0,-4.4,1.0,0
76,6.14,1,1,0,12.3,0,0,58.0,-4.5,1.0,0
20,1.93,1,0,0,11.3,0,0,31.0,-5.5,1.0,0
86,15.8,0,1,0,12.5,0,1,64.0,-4.3,1.0,0
85,9.11,0,1,0,13.5,0,0,59.0,-3.3,0.0,0
86,15.89,0,1,0,13.5,0,1,69.0,-3.3,1.0,0
86,8.74,0,1,0,11.8,0,0,62.0,-5.0,1.0,0
87,17.93,0,1,0,13.6,0,1,66.0,-3.2,1.0,0
90,13.21,0,1,0,13.0,0,1,59.0,-3.8,1.0,0
86,9.67,0,1,0,13.7,0,1,69.0,-3.1,0.0,0
97,15.81,0,1,0,16.3,0,1,65.0,-0.5,0.0,0
114,15.81,0,1,0,13.7,0,0,64.0,-3.1,1.0,1
68,12.09,0,1,1,15.1,0,1,70.0,-1.7,0.0,1
90,13.76,0,1,0,16.3,0,1,57.0,-0.5,0.0,1
86,17.28,0,1,0,13.9,0,1,70.0,-2.9,1.0,1
92,12.28,0,1,0,15.2,0,1,59.0,-1.6,1.0,1
86,17.17,0,1,0,14.4,0,1,66.0,-2.4,1.0,1
87,9.86,0,1,0,14.1,0,1,59.0,-2.7,1.0,1
86,16.83,0,1,0,13.4,0,1,69.0,-3.4,1.0,1
92,13.21,0,1,0,15.8,0,0,47.0,-1.0,1.0,1
88,17.22,0,1,0,12.8,0,0,66.0,-4.0,1.0,1
88,7.07,0,1,0,12.6,0,0,59.0,-4.2,1.0,1
88,16.83,0,1,0,12.8,0,0,52.0,-4.0,0.0,1
32,13.21,0,0,1,13.5,0,0,65.0,-3.3,0.0,1
93,3.72,0,0,1,12.7,0,0,42.0,-4.1,0.0,1
57,9.49,0,0,1,13.3,0,0,66.0,-3.5,0.0,1
104,9.49,0,1,0,14.4,0,0,53.0,-2.4,2.0,1
47,8.69,0,1,0,15.7,0,0,69.0,-1.1,1.0,1
5,10.97,0,1,0,15.1,0,0,23.0,-1.7,2.0,1
87,4.09,0,1,0,16.4,0,0,92.0,-0.4,2.0,1
87,16.72,0,1,0,15.4,0,0,69.0,-1.4,1.0,1
37,11.72,0,0,1,16.2,0,1,72.0,-0.6,0.0,1
38,1.95,0,0,1,16.2,0,1,65.0,-0.6,1.0,1
89,10.04,0,1,0,13.9,0,0,87.0,-2.9,1.0,1
86,17.81,0,1,0,14.1,0,1,74.0,-2.7,1.0,1
91,8.74,0,1,0,12.4,0,0,74.0,-4.4,1.0,1
86,17.51,0,1,0,14.8,0,1,67.0,-2.0,1.0,1
86,7.81,0,1,0,12.3,0,0,74.0,-4.5,1.0,1
87,15.84,0,1,0,14.6,0,1,56.0,-2.2,1.0,1
34,13.95,0,1,0,15.0,0,1,59.0,-1.8,1.0,1
89,5.39,0,1,0,15.9,0,1,75.0,-0.9,1.0,1
89,16.37,0,1,0,16.6,0,1,73.0,-0.2,1.0,1
33,4.65,0,0,1,18.1,0,1,63.0,1.3,1.0,1
15,16.55,1,0,0,17.2,0,1,29.0,0.4,1.0,1
87,2.98,0,1,0,15.7,0,1,68.0,-1.1,1.0,1
87,17.38,0,1,0,17.0,0,1,64.0,0.2,1.0,1
47,7.25,0,1,1,15.0,0,1,76.0,-1.8,1.0,1
41,5.76,0,1,1,15.3,0,1,51.0,-1.5,1.0,1
106,17.18,0,1,1,14.2,0,1,60.0,-2.6,1.0,1
22,6.4,0,0,1,17.5,0,1,19.0,0.7,1.0,1
47,11.11,0,1,0,13.6,0,1,76.0,-3.2,1.0,1
41,4.47,0,1,0,12.8,0,1,63.0,-4.0,1.0,1
86,9.51,0,1,0,15.2,0,1,78.0,-1.6,1.0,1
27,8.62,0,0,1,14.5,0,1,47.0,-2.3,1.0,1
21,3.28,0,0,1,13.0,0,1,48.0,-3.8,1.0,1
38,3.79,0,0,1,14.1,0,1,47.0,-2.7,1.0,1
24,13.76,0,0,1,14.8,0,1,32.0,-2.0,1.0,1
42,3.5,0,0,1,14.8,0,1,43.0,-2.0,1.0,1
87,8.65,0,1,0,15.1,0,1,75.0,-1.7,1.0,1
98,14.88,0,1,0,16.1,0,1,71.0,-0.7,1.0,1
48,11.34,0,1,0,15.3,0,1,81.0,-1.5,1.0,1
47,6.56,0,1,0,15.3,0,1,34.0,-1.5,1.0,1
87,17.33,0,1,0,15.9,0,1,66.0,-0.9,1.0,1
46,9.93,0,1,0,15.5,0,1,84.0,-1.3,1.0,1
41,3.49,0,1,0,14.2,0,1,71.0,-2.6,1.0,1
86,17.18,0,1,0,14.4,0,1,63.0,-2.4,1.0,1
47,8.5,0,1,0,14.9,0,1,79.0,-1.9,1.0,1
44,9.88,0,1,0,13.9,0,1,56.0,-2.9,1.0,1
86,9.83,0,1,0,15.1,0,1,79.0,-1.7,1.0,1
90,19.12,0,1,0,18.3,0,1,53.0,1.5,1.0,1
35,7.0,0,0,1,20.8,0,1,53.0,4.0,1.0,1
37,8.42,0,0,1,17.2,0,1,42.0,0.4,1.0,1
84,11.16,0,1,0,16.6,0,1,67.0,-0.2,1.0,1
53,12.75,0,1,0,18.1,0,1,83.0,1.3,1.0,1
41,5.67,0,1,0,16.2,0,1,71.0,-0.6,1.0,1
86,17.19,0,1,0,16.0,0,1,77.0,-0.8,1.0,1
46,10.04,0,1,0,16.0,0,1,82.0,-0.8,1.0,1
41,5.57,0,1,0,14.8,0,1,69.0,-2.0,1.0,1
86,17.23,0,1,0,15.5,0,1,73.0,-1.3,1.0,1
57,9.17,0,1,0,14.2,0,1,67.0,-2.6,1.0,1
41,4.89,0,1,0,14.1,0,1,73.0,-2.7,1.0,1
47,17.44,0,1,0,14.0,0,1,69.0,-2.8,1.0,1
46,5.12,0,1,0,14.6,0,0,77.0,-2.2,1.0,1
91,9.58,0,1,0,14.5,0,1,62.0,-2.3,1.0,1
47,17.21,0,1,0,13.7,0,1,66.0,-3.1,1.0,1
47,3.8,0,1,0,14.8,0,1,73.0,-2.0,1.0,1
98,9.02,0,1,0,14.1,0,0,66.0,-2.7,1.0,1
87,14.66,0,1,0,14.0,0,1,70.0,-2.8,1.0,1
53,17.69,0,0,1,16.9,0,1,49.0,0.1,1.0,1
41,2.06,0,0,1,16.9,0,1,49.0,0.1,1.0,1
39,9.81,0,0,1,17.5,0,1,65.0,0.7,1.0,1
85,14.85,0,1,1,14.7,0,1,68.0,-2.1,1.0,1
41,7.21,0,1,0,14.6,0,1,74.0,-2.2,1.0,1
86,16.58,0,1,0,15.5,0,1,76.0,-1.3,1.0,1
47,8.26,0,1,0,13.1,0,1,73.0,-3.7,1.0,1
41,2.01,0,1,0,13.0,0,1,68.0,-3.8,1.0,1
45,16.37,0,1,0,15.2,0,1,74.0,-1.6,1.0,1
78,9.09,0,1,1,16.8,0,1,67.0,0.0,1.0,1
49,10.23,0,0,1,17.3,0,1,54.0,0.5,1.0,1
32,7.63,0,0,1,17.4,0,1,64.0,0.6,1.0,1
47,3.87,0,1,0,15.3,0,1,73.0,-1.5,1.0,1
41,3.75,0,1,0,14.9,0,1,71.0,-1.9,1.0,1
88,16.71,0,1,0,15.7,0,1,76.0,-1.1,1.0,1
90,19.93,0,1,0,16.7,0,1,79.0,-0.1,2.0,1
87,16.95,0,1,0,15.1,0,1,58.0,-1.7,1.0,1
82,13.21,0,0,1,18.4,0,1,51.0,1.6,2.0,1
93,17.11,0,1,0,16.0,0,1,64.0,-0.8,0.0,1
87,17.53,0,1,0,17.5,0,1,72.0,0.7,0.0,1
88,16.55,0,1,0,16.7,0,1,64.0,-0.1,0.0,1
87,17.05,0,1,0,16.2,0,1,68.0,-0.6,0.0,1
87,13.58,0,1,0,17.4,0,1,71.0,0.6,0.0,1
2,5.66,1,0,0,15.7,0,1,10.0,-1.1,0.0,1
87,13.36,0,1,0,17.7,0,1,70.0,0.9,0.0,1
87,17.19,0,1,0,15.7,0,1,72.0,-1.1,0.0,1
87,15.44,0,1,0,16.4,0,1,39.0,-0.4,0.0,1
88,15.81,0,1,0,16.3,0,1,68.0,-0.5,0.0,1
5,6.59,1,0,0,18.6,0,1,11.0,1.8,0.0,1
92,11.2,0,1,1,17.1,0,1,40.0,0.3,0.0,1
40,16.18,0,0,1,16.8,0,1,55.0,0.0,0.0,1
40,0.86,0,0,1,16.3,0,1,49.0,-0.5,0.0,1
88,13.95,0,1,0,17.8,0,1,79.0,1.0,2.0,1
86,17.21,0,1,0,16.0,0,1,82.0,-0.8,0.0,1
1,8.74,0,1,0,28.7,0,1,23.0,11.9,0.0,1
87,5.21,0,1,0,17.5,0,1,86.0,0.7,0.0,1
87,16.86,0,1,0,15.4,0,1,71.0,-1.4,1.0,1
91,16.18,0,1,0,17.4,0,1,87.0,0.6,2.0,1
87,16.95,0,1,0,15.7,0,1,67.0,-1.1,1.0,1
19,10.23,1,0,1,17.5,0,1,52.0,0.7,1.0,1
19,0.8,1,0,1,15.4,0,1,47.0,-1.4,1.0,1
87,10.6,0,1,0,14.1,0,1,74.0,-2.7,1.0,1
91,14.47,0,1,0,13.9,0,1,58.0,-2.9,1.0,1
87,8.93,0,1,0,14.0,0,1,76.0,-2.8,1.0,1
88,16.58,0,1,0,15.4,0,1,71.0,-1.4,1.0,1
74,16.18,1,0,1,15.6,0,1,60.0,-1.2,1.0,1
96,14.32,0,1,0,16.1,0,1,68.0,-0.7,1.0,1
87,16.9,0,1,0,15.8,0,1,74.0,-1.0,1.0,1
80,11.9,0,1,1,16.9,0,1,54.0,0.1,2.0,1
87,15.25,0,1,0,17.3,0,1,81.0,0.5,2.0,1
87,17.49,0,1,0,16.1,0,1,75.0,-0.7,1.0,1
87,16.92,0,1,0,16.5,0,1,87.0,-0.3,1.0,1
88,16.04,0,1,0,16.7,0,1,67.0,-0.1,1.0,1
93,15.44,0,1,0,17.2,0,1,66.0,0.4,1.0,1
87,17.04,0,1,0,16.7,0,1,65.0,-0.1,1.0,1
87,15.25,0,1,0,16.7,0,1,86.0,-0.1,0.0,1
87,17.1,0,1,0,16.6,0,1,63.0,-0.2,1.0,1
93,17.11,0,1,0,18.1,0,1,63.0,1.3,1.0,1
87,17.16,0,1,0,18.3,0,1,40.0,1.5,1.0,1
87,15.62,0,1,0,15.3,0,1,72.0,-1.5,1.0,1
87,17.55,0,1,0,16.2,0,1,69.0,-0.6,1.0,1
48,14.88,0,1,0,17.79,0,1,17.0,0.99,1.0,1
48,2.17,0,1,0,15.6,0,1,50.0,-1.2,1.0,1
87,11.04,0,1,0,15.8,0,1,71.0,-1.0,1.0,1
87,13.76,0,1,0,15.0,0,1,80.0,-1.8,1.0,1
88,17.77,0,1,0,16.1,0,1,69.0,-0.7,1.0,1
88,12.46,0,1,0,14.6,0,1,75.0,-2.2,1.0,1
87,17.26,0,1,0,15.0,0,1,66.0,-1.8,1.0,1
4,4.65,1,0,0,21.8,0,1,22.0,5.0,1.0,1
86,9.3,0,1,1,15.9,0,1,80.0,-0.9,1.0,1
47,6.32,0,0,1,17.6,0,1,60.0,0.8,1.0,1
32,14.59,0,0,1,19.3,0,1,79.0,2.5,1.0,1
86,6.35,0,1,0,17.3,0,1,67.0,0.5,1.0,1
53,16.37,0,1,0,18.5,0,1,73.0,1.7,1.0,1
60,8.04,0,1,0,15.7,0,1,60.0,-1.1,1.0,1
90,12.28,0,1,0,73.0,0,1,16.5,56.2,1.0,1
86,17.64,0,1,0,14.8,0,1,72.0,-2.0,1.0,1
88,10.04,0,1,0,14.4,0,1,65.0,-2.4,1.0,1
42,16.22,0,1,0,14.3,0,1,60.0,-2.5,1.0,1
77,8.28,0,1,1,16.6,0,1,52.0,-0.2,1.0,1
118,14.69,0,1,0,14.3,0,1,59.0,-2.5,1.0,1
88,16.56,0,1,0,15.5,0,1,70.0,-1.3,1.0,1
5,3.05,0,1,0,16.7,0,1,22.0,-0.1,1.0,1
87,10.97,0,1,0,14.0,0,1,77.0,-2.8,1.0,1
87,17.2,0,1,0,15.2,0,1,66.0,-1.6,1.0,1
20,11.35,1,0,1,16.1,0,1,42.0,-0.7,1.0,1
88,5.95,0,1,0,17.5,0,1,74.0,0.7,1.0,1
87,16.91,0,1,0,15.1,0,1,62.0,-1.7,1.0,1
82,15.25,0,1,0,16.2,0,1,53.0,-0.6,1.0,1
18,5.39,0,1,0,17.3,0,1,58.0,0.5,1.0,1
1,1.25,1,0,0,19.1,0,1,10.0,2.3,1.0,1
20,1.72,0,1,0,17.5,0,1,56.0,0.7,1.0,1
113,13.21,0,1,0,14.6,0,1,63.0,-2.2,1.0,1
88,17.52,0,1,0,14.6,0,1,74.0,-2.2,1.0,1
87,12.61,0,1,0,16.8,0,1,68.0,0.0,2.0,1
40,16.63,0,1,0,13.9,0,1,56.0,-2.9,1.0,1
48,6.81,0,1,0,15.6,0,1,70.0,-1.2,1.0,1
90,4.72,0,1,0,12.8,0,1,66.0,-4.0,1.0,1
93,16.68,0,1,0,14.2,0,1,68.0,-2.6,1.0,1
75,13.21,0,0,1,17.3,0,1,64.0,0.5,1.0,1
87,11.35,0,1,0,13.2,0,1,87.0,-3.6,1.0,1
88,17.11,0,1,0,16.1,0,1,62.0,-0.7,1.0,1
87,12.28,0,1,0,15.4,0,1,76.0,-1.4,1.0,1
40,16.74,0,1,0,14.6,0,1,45.0,-2.2,1.0,1
45,5.36,0,1,0,17.3,0,1,80.0,0.5,1.0,1
3,2.23,1,0,0,30.8,0,1,19.0,14.0,1.0,1
10,2.6,1,0,0,26.9,0,1,18.0,10.1,1.0,1
43,3.91,0,1,0,18.2,0,1,45.0,1.4,1.0,1
84,10.39,0,1,0,16.5,0,1,62.0,-0.3,1.0,1
87,16.18,0,1,0,16.6,0,1,42.0,-0.2,1.0,1
87,17.14,0,1,0,15.3,0,1,64.0,-1.5,1.0,1
44,8.93,0,1,0,17.2,0,1,44.0,0.4,1.0,1
87,12.09,0,1,0,16.5,0,1,78.0,-0.3,1.0,1
87,17.44,0,1,0,15.0,0,1,65.0,-1.8,1.0,1
87,10.79,0,1,0,13.9,0,1,75.0,-2.9,1.0,1
89,17.04,0,1,0,16.9,0,1,52.0,0.1,1.0,1
56,15.33,0,0,1,19.0,0,1,60.0,2.2,1.0,1
2,4.09,1,0,0,25.0,0,1,20.0,8.2,1.0,1
46,5.39,0,1,0,17.2,0,1,43.0,0.4,1.0,1
87,9.11,0,1,0,16.4,0,1,69.0,-0.4,1.0,1
88,16.6,0,1,0,15.3,0,1,70.0,-1.5,1.0,1
89,13.95,0,1,0,15.8,0,1,66.0,-1.0,1.0,1
88,17.54,0,1,0,14.6,0,1,74.0,-2.2,1.0,1
99,14.14,0,1,0,15.4,0,1,77.0,-1.4,1.0,1
87,17.43,0,1,0,15.4,0,1,65.0,-1.4,1.0,1
32,5.39,0,0,1,16.5,0,1,74.0,-0.3,1.0,1
116,14.88,0,1,0,13.6,0,1,62.0,-3.2,1.0,1
88,17.14,0,1,0,15.6,0,1,68.0,-1.2,1.0,1
88,15.25,0,1,0,15.6,0,1,71.0,-1.2,1.0,1
88,16.66,0,1,0,17.5,0,1,51.0,0.7,1.0,1
59,12.09,0,0,1,17.8,0,1,63.0,1.0,0.0,1
38,10.79,0,0,1,15.9,0,1,61.0,-0.9,0.0,1
8,2.23,1,0,0,16.4,0,1,28.0,-0.4,0.0,1
33,5.39,0,0,1,17.8,0,1,65.0,1.0,0.0,1
95,6.7,0,1,0,14.8,0,1,70.0,-2.0,0.0,1
87,17.61,0,1,0,16.5,0,1,74.0,-0.3,1.0,1
89,12.83,0,1,0,14.3,0,1,70.0,-2.5,1.0,1
88,16.95,0,1,0,15.5,0,1,73.0,-1.3,1.0,1
87,13.39,0,1,0,14.2,0,1,70.0,-2.6,1.0,1
90,16.68,0,1,0,17.6,0,1,73.0,0.8,1.0,1
36,10.79,0,0,1,15.7,0,1,62.0,-1.1,1.0,1
37,3.44,0,0,1,14.7,0,1,58.0,-2.1,1.0,1
87,13.21,0,0,1,14.5,0,1,67.0,-2.3,1.0,1
88,13.0,0,0,1,15.2,0,1,69.0,-1.6,1.0,1
35,12.23,0,0,1,16.7,0,1,63.0,-0.1,1.0,1
87,7.63,0,0,1,16.2,0,1,57.0,-0.6,1.0,1
81,15.07,0,0,1,17.1,0,1,56.0,0.3,1.0,1
10,11.9,0,0,1,19.5,0,1,25.0,2.7,1.0,1
37,1.72,0,0,1,15.1,0,1,63.0,-1.7,1.0,1
81,5.39,0,0,1,15.3,0,1,53.0,-1.5,1.0,1
21,2.65,0,0,1,14.2,0,1,44.0,-2.6,1.0,1
114,16.19,0,0,1,14.2,0,1,56.0,-2.6,1.0,1
79,13.41,0,0,1,15.4,0,1,67.0,-1.4,1.0,1
32,2.6,0,0,1,14.1,0,1,68.0,-2.7,1.0,1
36,14.88,0,0,1,15.8,0,1,62.0,-1.0,1.0,1
91,3.72,0,1,1,14.8,0,1,69.0,-2.0,1.0,1
8,1.6,0,0,1,18.0,0,1,55.0,1.2,1.0,1
32,16.34,0,0,1,18.4,0,1,72.0,1.6,1.0,1
92,7.44,0,1,1,16.9,0,1,69.0,0.1,1.0,1
81,14.5,0,0,1,16.5,0,1,64.0,-0.3,1.0,1
35,5.2,0,0,1,16.2,0,1,54.0,-0.6,1.0,1
3,1.67,1,0,0,21.7,0,1,19.0,4.9,1.0,1
87,14.14,0,1,0,16.5,0,1,78.0,-0.3,1.0,1
87,14.6,0,1,0,14.6,0,1,73.0,-2.2,1.0,1
87,16.0,0,1,0,14.3,0,1,62.0,-2.5,1.0,1
102,11.88,0,1,0,13.7,0,1,76.0,-3.1,1.0,1
5,8.0,0,1,0,22.7,0,1,21.0,5.9,1.0,1
46,7.0,0,1,0,16.5,0,1,84.0,-0.3,1.0,1
45,3.75,0,1,0,13.3,0,1,44.0,-3.5,1.0,1
13,3.2,1,0,0,16.9,0,1,33.0,0.1,1.0,1
81,9.4,0,1,0,14.9,0,1,65.0,-1.9,1.0,1
89,14.14,0,1,0,14.3,0,1,64.0,-2.5,1.0,1
86,15.6,0,1,0,15.1,0,1,63.0,-1.7,1.0,1
87,12.65,0,1,0,14.5,0,1,70.0,-2.3,1.0,1
2,15.37,0,1,0,18.1,0,1,9.0,1.3,1.0,1
88,1.25,0,1,0,15.2,0,1,63.0,-1.6,1.0,1
78,11.53,0,1,0,16.9,0,1,70.0,0.1,1.0,1
45,16.2,0,1,0,15.5,0,1,34.0,-1.3,1.0,1
81,8.4,0,1,0,17.1,0,1,67.0,0.3,1.0,1
86,12.83,0,1,0,15.3,0,1,64.0,-1.5,1.0,1
81,16.66,0,1,0,14.1,0,1,76.0,-2.7,1.0,1
91,13.0,0,1,0,13.6,0,1,58.0,-3.2,1.0,1
12,12.15,0,1,0,16.66,0,1,25.0,-0.14,1.0,1
34,3.9,0,1,0,14.4,0,1,60.0,-2.4,1.0,1
46,1.95,0,1,0,17.5,0,1,73.0,0.7,1.0,1
82,10.0,0,1,0,16.1,0,1,67.0,-0.7,1.0,1
87,17.74,0,1,0,16.5,0,1,66.0,-0.3,1.0,1
84,11.62,0,1,0,15.4,0,1,44.0,-1.4,1.0,1
80,15.76,0,1,0,16.3,0,1,59.0,-0.5,0.0,1
82,15.33,0,1,0,18.7,0,1,72.0,1.9,0.0,1
39,17.1,0,1,0,15.4,0,1,30.0,-1.4,0.0,1
52,4.9,0,1,0,19.2,0,1,55.0,2.4,0.0,1
18,5.4,0,1,0,23.7,0,1,23.0,6.9,1.0,1
3,7.6,0,1,0,18.6,0,1,17.0,1.8,1.0,1
89,5.6,0,1,0,16.3,0,1,66.0,-0.5,1.0,1
81,17.78,0,1,0,15.5,0,1,57.0,-1.3,1.0,1
82,10.2,0,1,0,14.6,0,1,64.0,-2.2,1.0,1
35,16.65,0,1,0,15.2,0,1,57.0,-1.6,1.0,1
46,2.71,0,1,0,16.2,0,1,72.0,-0.6,1.0,1
83,8.0,0,1,0,14.1,0,1,65.0,-2.7,1.0,1
55,15.83,0,1,0,15.7,0,1,45.0,-1.1,1.0,1
78,8.68,0,1,0,15.4,0,1,67.0,-1.4,1.0,1
44,12.2,0,1,0,14.4,0,1,57.0,-2.4,1.0,1
80,4.2,0,1,0,14.3,0,1,72.0,-2.5,1.0,1
80,17.38,0,1,0,14.8,0,1,66.0,-2.0,1.0,1
46,6.8,0,1,0,15.3,0,1,73.0,-1.5,1.0,1
36,8.95,0,1,0,14.0,0,1,72.0,-2.8,1.0,1
81,10.38,0,1,0,15.1,0,1,77.0,-1.7,1.0,1
2,1.8,0,1,0,24.5,0,1,20.0,7.7,1.0,1
46,10.0,0,1,0,18.1,0,1,54.0,1.3,1.0,1
82,12.8,0,1,0,18.5,0,1,75.0,1.7,1.0,1
81,18.38,0,1,0,15.8,0,1,55.0,-1.0,1.0,1
82,10.4,0,1,0,15.5,0,1,57.0,-1.3,1.0,1
89,18.08,0,1,0,15.1,0,1,63.0,-1.7,1.0,1
80,11.8,0,1,0,14.0,0,1,66.0,-2.8,1.0,1
80,18.0,0,1,0,15.4,0,1,66.0,-1.4,1.0,1
80,8.8,0,1,0,14.3,0,1,64.94872262773723,-2.5,1.0,1
34,17.88,0,1,0,14.8,0,1,48.0,-2.0,1.0,1
46,4.42,0,1,0,17.4,0,1,74.0,0.6,1.0,1
83,7.2,0,1,0,15.0,0,1,67.0,-1.8,1.0,1
41,16.68,0,1,0,15.5,0,1,43.0,-1.3,1.0,1
46,3.12,0,1,0,16.9,0,1,49.0,0.1,1.0,1
72,12.2,0,1,0,19.2,0,1,59.0,2.4,2.0,1
116,18.2,0,1,1,16.1,0,1,71.0,-0.7,1.0,1
7,13.7,1,0,1,17.2,0,1,42.0,0.4,1.0,1
87,4.39,0,1,1,15.4,0,1,76.0,-1.4,1.0,1
49,15.2,0,1,0,16.6,0,1,66.0,-0.2,1.0,1
48,5.28,0,1,1,14.3,0,1,56.0,-2.5,1.0,1
83,10.18,0,1,0,15.3,0,1,51.0,-1.5,1.0,1
53,15.8,1,1,0,17.0,0,1,50.0,0.2,1.0,1
43,6.73,0,1,1,16.1,0,1,65.0,-0.7,1.0,1
9,2.24,1,0,0,19.0,0,1,24.0,2.2,1.0,1
39,7.68,0,1,0,15.3,0,1,31.0,-1.5,1.0,1
78,7.46,0,1,1,16.1,0,1,60.0,-0.7,1.0,1
50,15.2,0,0,1,16.3,0,1,44.0,-0.5,1.0,1
83,4.4,1,1,0,14.3,0,1,63.0,-2.5,1.0,1
80,18.06,1,1,0,15.3,0,1,68.0,-1.5,1.0,1
83,10.2,1,1,0,14.1,0,1,58.0,-2.7,1.0,1
85,16.66,0,1,0,14.9,0,1,57.0,-1.9,1.0,1
83,12.8,0,1,1,13.5,0,1,67.0,-3.3,1.0,1
85,15.4,0,1,1,14.8,0,1,65.0,-2.0,1.0,1
1,1.2,1,1,0,18.5,0,1,19.0,1.7,1.0,1
78,12.6,1,1,0,15.2,0,1,53.0,-1.6,1.0,1
86,12.1,0,1,0,16.1,0,1,50.0,-0.7,2.0,1
1,6.4,1,0,0,22.0,0,1,22.0,5.2,1.0,1
33,9.8,0,0,1,14.5,0,1,53.0,-2.3,1.0,1
63,2.6,1,1,0,17.0,0,1,25.0,0.2,1.0,1
37,10.8,1,1,0,18.0,0,1,53.0,1.2,1.0,1
46,6.8,0,1,0,17.5,0,1,90.0,0.7,1.0,1
31,5.24,1,1,0,14.1,0,1,40.0,-2.7,1.0,1
6,3.18,1,0,0,18.5,0,1,14.0,1.7,1.0,1
26,2.5,1,1,0,14.6,0,1,58.0,-2.2,1.0,1
89,8.25,1,1,0,15.3,0,1,63.0,-1.5,1.0,1
70,10.78,1,1,0,13.5,0,1,37.0,-3.3,1.0,1
53,8.17,0,1,0,13.2,0,1,54.0,-3.6,1.0,1
43,17.11,0,0,1,15.4,0,1,49.0,-1.4,1.0,1
48,5.6,0,0,1,16.9,0,1,62.0,0.1,1.0,1
38,1.61,0,0,1,14.1,0,1,53.0,-2.7,1.0,1
34,15.6,0,1,1,17.1,0,1,44.0,0.3,1.0,1
90,4.46,0,1,1,14.7,0,1,47.0,-2.1,1.0,1
83,10.0,0,1,0,13.7,0,1,72.0,-3.1,1.0,0
85,10.8,0,1,0,13.4,0,1,64.0,-3.4,1.0,0
34,19.64,0,1,0,13.7,0,1,63.0,-3.1,1.0,0
91,4.74,0,1,0,14.1,0,1,79.0,-2.7,1.0,0
55,12.75,0,1,0,13.4,0,1,49.0,-3.4,1.0,0
45,2.37,0,1,0,14.6,0,1,73.0,-2.2,1.0,0
